label,sentence
0,"Even if Britney Spears is really cute, her movie is really bad."
0,The backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense.
0,The Ring just left me cold and wet like I was out in the Seattle drizzle without rainwear.
0,"The plot is very clever, but Boyd weighs it down with too many characters and events, all intertwined and far too complicated to keep track of."
1,It's one of the saddest films I have ever seen that still manages to be uplifting but not overly sentimental.
0,"It's all pretty cynical and condescending, too."
1,"It takes this never-ending confusion and hatred, puts a human face on it, evokes shame among all who are party to it and even promotes understanding."
0,Barely goes beyond comic book status.
1,"Even if you can't pronounce ""gyro"" correctly, you'll appreciate much of Vardalos' humor, which transcends ethnic boundaries."
0,Borrows from so many literary and cinematic sources that this future world feels absolutely deja vu.
1,"Once again, director Jackson strikes a rewarding balance between emotion on the human scale and action/effects on the spectacular scale."
0,"As adapted by Kevin Molony from Simon Leys' novel ""The Death of Napoleon"" and directed by Alan Taylor, Napoleon's journey is interesting but his Parisian rebirth is stillborn"
1,"Not everything works, but the average is higher than in Mary and most other recent comedies."
0,"It smacks of purely commercial motivation, with no great love for the original."
1,A fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy.
0,A dreary rip-off of Goodfellas that serves as a muddled and offensive cautionary tale for Hispanic Americans.
1,Sits uneasily as a horror picture ... but finds surprising depth in its look at the binds of a small family.
0,"Lacking gravitas, MacDowell is a placeholder for grief, and ergo this sloppy drama is an empty vessel."
1,"An impressive debut for first-time writer-director Mark Romanek, especially considering his background is in music video."
0,"It's push-the-limits teen comedy, the type written by people who can't come up with legitimate funny, and it's used so extensively that good bits are hopelessly overshadowed."
0,The story and characters are nowhere near gripping enough.
0,Ridiculous.
0,No.
1,"If it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker's son, more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life's urgent questions."
0,A long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been.
0,A film so tedious that it is impossible to care whether that boast is true or not.
1,"And in this regard, On Guard delivers."
1,something the true film buff will enjoy.
0,"The result is solemn and horrifying, yet strangely detached."
1,"A gentle, compassionate drama about grief and healing."
0,"the story itself is uninteresting, and the songs are painfully undistinguished: They Might Be Giants' So to Be One of Us may be the most tuneless tune ever composed."
1,"It's the cinematic equivalent of a good page-turner, and even if it's nonsense, its claws dig surprisingly deep."
1,The result is something quite fresh and delightful.
1,"If you love Motown music, you'll love this documentary."
1,It's solid and affecting and exactly as thought-provoking as it should be.
1,"You have to pay attention to follow all the stories, but they're each interesting."
1,"(Wendigo is) why we go to the cinema: to be fed through the eye, the heart, the mind."
1,"Lovingly choreographed bloodshed taking place in a pristine movie neverland, basically."
1,"A thoughtful, moving piece that faces difficult issues with honesty and beauty."
0,"For a film about two mismatched buddies, Crystal and De Niro share little screen time and even less chemistry."
0,"Spousal abuse is a major problem in contemporary society, but the film reduces this domestic tragedy to florid melodrama."
1,Frida's artistic brilliance is undeniable -- it's among the most breathtakingly designed films I've ever seen.
0,I hate this movie
0,"Not so much funny as aggressively sitcom-cute, it's full of throwaway one-liners, not-quite jokes, and a determined TV amiability that Allen personifies."
1,The film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity.
1,"Like Dickens with his passages, McGrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel."
1,"City by the Sea is the cinematic equivalent of defensive driving: It's careful, conscientious and makes no major mistakes."
1,It's both a necessary political work and a fascinating documentary...
1,"This insightful, Oscar-nominated documentary, in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes, gives peace yet another chance."
0,"This film is so slick, superficial and trend-hoppy, that it's easy to imagine that a new software program spit out the screenplay."
0,"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger, more complicated story, one that never materializes."
1,"So young, so smart, such talent, such a wise ***."
1,Resourceful and ingenious entertainment.
0,'Enigma' is a good name for a movie this delibrately obtuse and unapproachable.
1,"Rain is a small treasure, enveloping the viewer in a literal and spiritual torpor that is anything but cathartic."
1,"This romantic thriller is steeped in the atmosphere of wartime England, and ably captures the speech patterns, moral codes and ideals of the 1940s."
0,"Reggio falls victim to relying on the very digital technology that he fervently scorns, creating a meandering, inarticulate and ultimately disappointing film."
